Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
24,Male,1,5.23599,7.148357367,3.98065,4.194051642,Fiction,ISFP
27,Female,0,0.84369,7.098915635,4.25728,7.505982738,Arts,ISFJ
24,Male,0,5.25986,6.164004816,8.23926,2.253843797,Others,ISTP
28,Male,0,2.34201,7.220010354,6.92242,2.763190392,Technology,ISTP
21,Female,0,4.25782,4.638699739,6.91255,2.419569739,Others,ENTP
29,Male,0,5.72092,6.227967472,3.11712,6.108437966,Fiction,ESFJ
28,Female,0,8.44923,6.699679871,2.68192,6.014793478,Sports,ESFJ
19,Male,1,7.28988,7.399367543,8.66276,4.264283328,Arts,ENTP
28,Female,1,1.25665,6.174044718,5.26491,5.894611286,Technology,ISFP
28,Male,0,3.95698,5.772485424,7.56505,7.412849842,Fiction,INTJ
26,Male,0,4.21667,6.217648323,3.23463,6.670668892,Arts,ESFJ
32,Female,0,9.55009,3.35784292,0.78512,6.114837466,Arts,ENFJ
27,Female,0,2.97932,6.591423793,8.92421,6.253916913,Others,ISTJ
35,Male,0,3.03691,5.027285312,2.07071,6.217742649,Technology,INFJ
21,Female,1,3.25814,3.844560445,5.87071,3.921394852,Technology,INTP
19,Male,1,5.58218,7.796193693,6.42861,5.419072984,Technology,INFP
21,Male,0,3.26282,3.679106583,2.85383,6.210654956,Fiction,INFJ
30,Male,0,0.37693,6.373051342,7.40768,6.321072906,Technology,ISTJ
26,Male,0,9.32517,7.866162049,7.79673,3.737214695,Fiction,ESTP
28,Male,1,0.2948,6.313362218,0.39817,2.306898517,Fiction,ISFP
30,Male,0,2.57854,6.309632982,6.47553,2.168479832,Fiction,ISFP
24,Male,0,6.62429,5.139795679,8.27535,6.535126053,Technology,ENTJ
29,Female,1,6.51404,6.574121038,7.03406,3.372101421,Arts,ESTP
34,Female,0,5.26906,6.154923059,8.48397,3.219454282,Fiction,ESTP
30,Female,0,2.05678,6.265164567,6.20724,5.79755756,Sports,ISTJ
23,Female,0,3.61786,6.418846431,9.99121,6.921080859,Fiction,ESTJ
27,Male,0,0.77228,6.104439103,3.56548,5.64559028,Sports,ISFJ
22,Female,0,2.92778,4.942226306,8.13403,5.666225799,Fiction,ENTP
28,Female,0,8.33186,6.377173954,7.16139,6.327207323,Fiction,ESTJ
19,Male,0,1.98234,6.165430244,4.29009,2.655950842,Others,INFP
33,Male,0,9.39713,6.937105895,2.48954,4.573027687,Arts,ESFP
27,Male,0,7.02046,6.071776327,1.83293,3.118009821,Arts,ENFP
28,Male,0,4.22751,6.155245641,4.76496,6.811782826,Fiction,ISFJ
33,Female,0,8.27838,4.83710619,5.37242,2.694965555,Others,ENFP
34,Female,0,0.09204,6.739519498,7.32129,6.712551462,Others,ISTJ
26,Female,0,8.18952,6.132253936,9.02542,4.275156802,Technology,ESTP
20,Male,1,2.08449,5.130301538,6.16684,2.338849146,Technology,INFP
19,Male,0,2.35757,5.87751867,2.64092,5.417336386,Sports,INFJ
34,Male,0,5.6639,6.790569179,0.80778,7.04629346,Technology,ESFJ
23,Male,1,2.15232,4.04909837,8.20714,5.801820704,Technology,INTP
28,Male,0,5.16962,4.941674676,0.50845,5.451687884,Fiction,ENFP
25,Male,0,3.26244,6.53302005,9.60727,3.474561563,Others,ISTP
22,Female,0,3.49716,5.107869423,4.15799,7.167026074,Others,ENFJ
23,Male,0,9.67426,5.251228778,0.81012,6.802690026,Fiction,ENFJ
23,Female,0,3.74258,4.178047897,8.51372,3.576363235,Arts,ENTP
18,Female,0,7.93568,5.537461266,2.34804,6.240463989,Fiction,ENFJ
28,Male,0,9.6676,5.318676668,8.93602,6.278145154,Fiction,ENTJ
33,Female,0,4.65447,5.467222577,9.59483,6.079501028,Technology,ENTJ
26,Male,0,0.75453,5.301933344,1.31411,6.497447215,Technology,INFJ
33,Female,0,2.63996,6.870428107,8.76864,6.727112841,Arts,ISTJ
21,Female,0,4.66255,5.767999332,4.88522,6.631667611,Others,ENFJ
25,Female,0,3.59819,5.440902362,3.06349,4.017133284,Technology,INFP
26,Male,0,2.42623,6.619455808,0.92762,6.204395169,Arts,ISFJ
25,Male,0,2.71797,6.341514947,8.40097,6.258767244,Arts,ISTJ
30,Female,0,9.83455,6.623156935,3.85574,5.875618516,Sports,ESFJ
25,Male,0,8.01456,6.440959827,1.68784,6.470258582,Fiction,ESFJ
31,Female,0,7.35482,6.230798158,9.61762,6.274258782,Others,ESTJ
31,Male,0,9.15283,2.880137591,8.31329,6.479924861,Others,ENTJ
25,Male,0,9.60835,6.142426622,6.94522,5.300063739,Sports,ESTJ
35,Female,0,4.3995,4.343398566,5.56119,7.727524584,Technology,ENTJ
27,Male,0,0.36705,7.990302187,0.58635,6.162041448,Fiction,ISFJ
24,Male,0,1.86423,6.725979229,2.96924,5.864713526,Sports,ISFJ
25,Male,0,6.85774,5.428780717,1.87084,7.491258939,Technology,ENFJ
30,Male,0,1.76794,6.471342835,9.93239,7.209106356,Fiction,ISTJ
21,Male,0,6.99102,5.573784154,3.24329,6.116381731,Sports,ENFJ
29,Male,0,6.1128,6.718895943,1.00715,4.437349184,Technology,ESFP
30,Male,0,5.42282,5.133106539,9.43814,5.668133746,Fiction,ENTP
30,Female,0,7.04891,6.24777303,8.89824,6.38623804,Others,ESTJ
23,Male,0,8.67467,4.036510499,1.35563,6.290033971,Arts,ENFJ
24,Male,0,6.25439,6.222304878,8.75062,6.50114713,Others,ENTJ
41,Female,0,5.79014,6.791951797,5.41643,6.693353881,Arts,ESTJ
32,Male,1,9.64563,4.903563102,5.24568,4.508732078,Arts,ENFP
26,Male,0,8.78797,7.494707965,8.92435,4.855300178,Fiction,ESTP
24,Female,1,0.61801,6.845019215,9.81353,2.036000738,Fiction,ISTP
31,Female,1,1.40101,6.921161141,8.0962,4.685890958,Fiction,ISTP
22,Female,1,5.67347,7.106017508,7.87345,4.551728002,Others,ENTP
23,Female,0,7.62319,6.628385425,7.38362,5.537483109,Sports,ESTJ
27,Female,1,4.13438,6.696140013,1.12369,4.723707394,Technology,ESFP
22,Female,1,6.89642,4.342198727,7.68254,1.470558505,Others,ENTP
27,Male,1,4.73578,6.728391218,1.41406,1.669471122,Arts,ISFP
31,Female,0,0.06238,6.375079741,7.92653,6.346512945,Fiction,ISTJ
38,Female,1,0.14671,5.226408657,8.11342,5.442362494,Fiction,INTP
27,Female,0,2.13327,6.136334312,3.69443,3.291093676,Arts,ISFP
33,Female,0,0.36553,7.102867459,3.30273,6.904068643,Others,ISFJ
19,Male,0,9.18563,6.996454506,2.95899,3.131698739,Fiction,ENFP
25,Female,0,3.76871,5.072144495,6.50534,6.3756902,Others,ENTJ
26,Male,1,1.36046,6.591484859,2.56331,5.771937604,Others,ISFP
24,Female,1,1.79048,3.808138401,8.68722,5.518404303,Fiction,INTP
23,Female,0,1.76793,5.177194291,9.12287,4.413374288,Arts,INTP
34,Female,0,6.34472,4.194265439,1.48209,2.248641224,Fiction,ENFP
35,Female,0,0.76563,7.234004086,9.12334,5.365970312,Fiction,ISTP
28,Male,0,5.60514,3.867974568,5.48164,5.524128286,Arts,ENFP
32,Male,0,7.58309,6.269885107,1.52485,7.352738941,Others,ESFJ
29,Female,1,4.00417,4.862327589,7.63432,4.34809551,Fiction,ENTP
21,Female,0,5.18545,5.263132396,4.23722,5.422370908,Sports,ENFJ
29,Male,0,4.76327,3.669132949,6.57491,7.29311788,Sports,ENTJ
25,Female,1,5.43938,6.644133852,9.44212,2.39708358,Arts,ESTP
23,Male,0,5.77114,5.100678977,7.24106,6.326387715,Fiction,ENTJ
31,Female,0,1.30991,6.405753403,9.34763,4.540157349,Arts,ISTP
26,Female,0,3.8371,6.434872731,2.82704,7.130102351,Fiction,ESFJ
23,Male,1,0.73278,4.969042042,7.82732,7.661219167,Others,INTP
23,Male,0,7.31433,3.360463612,8.98174,5.514026063,Sports,ENTJ
23,Male,0,0.65017,3.728112412,8.05669,7.139225732,Others,INTJ
27,Female,1,1.35433,6.693316227,7.04782,5.709835109,Others,ISTP
24,Female,0,3.7888,2.291645074,1.00358,4.637206641,Sports,ENFP
26,Male,0,5.13959,8.655863444,4.26137,5.615999573,Fiction,ESFP
27,Female,1,9.87047,5.209853511,9.36165,4.177697115,Others,ENTP
33,Female,0,7.22104,6.402750184,7.99005,6.52009207,Fiction,ESTJ
26,Female,1,5.20462,4.71175939,7.72495,5.963103493,Fiction,ENTP
23,Male,0,1.72937,6.024441735,5.3686,3.855681966,Fiction,INFP
27,Male,0,0.24242,4.361053902,8.0427,5.302163966,Arts,INTP
22,Male,0,2.56977,6.697950404,0.24421,4.028195477,Sports,ISFP
20,Male,1,3.30715,3.59915147,9.84729,3.985784915,Fiction,INTP
33,Male,1,2.97066,6.479134612,0.00515,4.820144159,Fiction,ISFP
23,Female,0,2.40879,6.12677987,7.02271,3.274241614,Others,ISTP
23,Female,1,7.06032,5.038042973,6.79393,6.003879426,Technology,ENTP
32,Male,0,5.81247,6.586426974,3.94806,6.813120625,Sports,ESFJ
25,Female,0,7.665,3.823975147,2.69344,4.175412903,Technology,ENFP
28,Male,0,1.83159,6.413954362,7.28117,6.466858055,Arts,ISTJ
22,Male,1,8.8492,7.099086644,8.98471,2.501440679,Sports,ESTP
30,Male,0,9.45208,8.03148445,8.41881,6.051618728,Technology,ESTJ
21,Male,0,7.2509,4.62127201,5.10195,6.444026961,Technology,ENFJ
26,Male,0,7.94368,4.682288433,4.78934,5.497719773,Others,ENFP
29,Male,1,9.36233,6.105997661,5.45774,6.912290305,Fiction,ESFP
28,Female,0,5.31196,3.588898067,8.62697,6.289802336,Arts,ENTJ
33,Female,0,6.35126,6.398207113,9.45447,4.614874901,Technology,ESTP
25,Male,0,8.41488,6.755495292,2.21597,6.721143891,Fiction,ESFJ
24,Female,1,2.59908,3.798472364,3.14236,4.40602462,Fiction,INFP
23,Male,0,0.08982,5.688741284,6.9795,3.79063043,Others,INTP
24,Male,0,4.43718,7.028231336,7.74054,6.707694687,Others,ISTJ
27,Male,1,3.44783,7.115031722,7.03015,6.113729045,Others,ISTP
34,Male,0,3.59895,6.264085436,1.88581,6.698360645,Fiction,ISFJ
21,Female,0,8.21644,5.019102192,6.46916,6.095443194,Fiction,ENTJ
32,Female,0,5.79355,2.594618564,1.70123,3.025015367,Others,ENFP
33,Male,0,7.49877,5.16871884,6.85616,5.81491763,Others,ENTP
22,Female,0,8.26076,6.605875716,8.60783,3.616639662,Sports,ESTP
27,Male,0,1.5351,6.307293424,0.03577,0.950266673,Others,ISFP
25,Male,0,2.35502,4.378867893,2.32268,2.984555214,Fiction,INFP
25,Female,0,4.51686,5.752815038,5.27072,4.356402862,Fiction,ENFP
26,Male,0,3.18328,6.336484828,0.00122,4.4843246,Arts,ISFP
33,Female,0,0.32545,6.80124594,8.3559,6.086166782,Others,ISTJ
30,Female,0,5.46759,6.650210082,4.78963,5.629623944,Fiction,ESFP
25,Male,0,6.52269,3.284076285,8.62233,6.361231025,Fiction,ENTJ
26,Male,1,5.13493,7.312842074,2.66954,5.713033143,Sports,ESFP
30,Male,0,1.4922,3.047201477,1.41074,7.430754202,Sports,INFJ
28,Female,0,7.84963,4.939158314,1.67486,7.125752798,Arts,ENFJ
36,Male,0,1.43743,6.196876905,6.89676,2.228355796,Arts,ISTP
22,Female,0,3.92903,6.503869422,0.66659,5.126205394,Sports,ENFJ
25,Male,1,2.47359,3.904590567,4.38352,4.378583951,Arts,INFP
24,Female,0,2.55743,6.803240578,5.19569,6.276272551,Fiction,ISFJ
24,Female,1,5.86328,7.240963559,8.47641,2.943676172,Others,ESTP
22,Male,1,8.71729,6.647276343,2.10755,4.71954012,Others,ENFP
41,Female,0,8.6708,5.514773931,9.20229,7.679643342,Arts,ENTJ
25,Male,1,3.81312,6.015490731,0.44142,4.822094236,Fiction,INFP
29,Male,0,2.40093,6.851027185,4.00637,6.295540944,Others,ISFJ
25,Female,1,0.13207,6.972071781,1.55408,5.95717486,Arts,ISFP
27,Male,0,6.684,3.786016081,4.12836,3.675484188,Sports,ENFP
22,Male,0,1.55698,6.783255149,8.82848,5.647918841,Sports,ISTJ
33,Female,0,0.9398,4.257101884,8.16146,7.534359711,Fiction,INTJ
25,Female,0,7.79392,4.552969567,8.89911,5.030031784,Arts,ENTP
26,Female,0,3.38675,6.908699322,5.6136,4.368829215,Technology,ESTP
27,Male,0,2.46505,3.31050082,3.22849,5.320545095,Fiction,INFP
28,Female,1,3.6521,4.184088115,8.39584,2.966098669,Fiction,INTP
34,Male,1,2.19447,6.178412388,2.32433,2.762993956,Fiction,ISFP
30,Male,0,7.81395,6.161498796,7.37929,6.718725874,Technology,ESTJ
29,Male,0,1.48138,6.696526067,6.2809,7.189154752,Technology,ISFJ
26,Female,0,9.58695,5.179122733,9.85475,7.96190809,Others,ENTJ
29,Male,1,6.04318,6.282249997,6.48576,6.763549709,Arts,ESTP
24,Male,0,6.49046,6.214404274,6.93538,6.002739679,Arts,ESTJ
29,Female,0,0.73079,6.191384161,5.88878,6.393312389,Others,ISTJ
31,Male,0,0.63775,4.658174098,1.60488,6.035831921,Others,INFJ
26,Female,0,8.50142,6.026733486,2.95328,6.287940102,Technology,ENFJ
28,Male,0,2.93833,6.285836377,4.16981,2.831440595,Fiction,ISFP
35,Female,0,7.2092,5.600721795,4.69531,6.608477584,Others,ENFJ
34,Female,0,2.74077,4.529443353,9.53394,4.120054035,Fiction,INTP
25,Female,0,9.8927,6.126858833,5.58949,6.883062093,Sports,ESTJ
22,Female,1,1.31961,6.259666364,4.3599,3.503873321,Arts,ISFP
39,Male,0,4.7399,4.142824109,3.2823,5.749159364,Sports,ENFJ
28,Male,0,1.4317,3.291277481,4.91826,5.566415229,Sports,INFJ
36,Male,0,3.32084,7.573491764,4.48226,6.53860932,Fiction,ISFJ
21,Male,0,9.08125,3.24235138,4.4116,7.465152632,Fiction,ENFJ
25,Male,0,8.02402,4.828414873,5.07696,6.905084308,Fiction,ENFJ
25,Female,0,9.75526,5.693137946,3.79281,2.925645002,Fiction,ENFP
26,Male,0,2.50752,4.548901979,9.69588,6.336787842,Technology,INTJ
31,Male,0,2.86372,6.000712398,5.19253,4.911982884,Arts,INFP
25,Female,0,4.80404,5.414758231,3.25152,7.116808353,Fiction,ENFJ
22,Female,0,2.55666,3.823099383,9.89683,6.268141337,Others,INTJ
37,Female,0,4.9112,5.925467816,6.81335,3.275386848,Fiction,ENTP
28,Female,0,5.09494,4.62166413,9.96785,5.428375797,Sports,ENTJ
22,Female,1,5.70358,6.93009104,2.76025,4.332707828,Technology,ESFP
26,Male,0,9.22075,6.138228196,3.02063,7.172001062,Fiction,ESFJ
21,Female,0,0.01123,6.196270871,6.73597,6.190186044,Fiction,INTJ
24,Female,0,8.95724,3.556528833,2.03689,6.883333351,Fiction,ENFJ
34,Female,1,6.8964,6.573589546,8.98807,6.118731828,Fiction,ESTP
24,Male,0,7.92284,6.272459914,2.43816,3.505923614,Sports,ESFP
22,Female,0,2.78816,5.712181376,8.7898,6.624609998,Fiction,INTJ
27,Male,0,0.59958,6.758352974,9.96797,6.444053165,Sports,ISTJ
42,Female,1,8.39152,4.587800166,0.0512,5.406501643,Others,ENFP
33,Female,1,1.23603,4.446254387,9.90083,2.416020044,Technology,INTP
22,Female,0,7.03373,6.283653229,9.0261,6.568728611,Fiction,ESTJ
26,Male,0,1.32822,6.581215518,0.5639,5.361369613,Arts,ISFP
21,Male,0,2.97092,3.252471268,6.20967,6.305368987,Arts,INTJ
25,Female,1,1.30395,6.677139945,5.76457,1.673679412,Technology,ISTP
38,Male,0,0.09959,7.874038496,1.2764,6.280600878,Arts,ISFJ
23,Male,1,8.75792,7.464883758,0.1747,5.927269046,Sports,ESFP
25,Female,0,4.08884,6.491774686,9.11163,6.998421113,Fiction,ESTJ
23,Male,0,1.74314,5.651922479,8.84841,7.228136348,Others,INTJ
20,Male,1,4.29633,4.699833995,9.07776,4.952940083,Others,INTP
32,Male,0,0.6279,6.935753585,7.40837,6.465365234,Others,ISTJ
38,Female,0,8.10861,6.96216261,9.97588,6.736751614,Others,ESTJ
45,Male,0,3.60019,4.472959176,8.69306,6.465824869,Technology,INTJ
26,Female,0,5.19581,7.291836495,4.43867,5.895090207,Sports,ESFJ
30,Male,0,7.66674,5.60122435,9.25311,6.110074078,Others,ENTJ
25,Female,0,6.58216,6.947419101,9.26189,4.197479756,Arts,ESTP
21,Female,0,0.03196,2.670445965,5.94956,2.87339662,Fiction,INTP
29,Female,1,0.30195,5.331539453,3.88838,2.546782816,Fiction,INFP
23,Male,1,6.98746,6.598493464,3.15736,1.642931902,Arts,ESFP
32,Male,0,0.41234,6.383869433,3.5387,6.176494416,Arts,ISFJ
27,Male,0,6.08102,4.886892587,0.94847,2.427764343,Sports,ENFP
28,Female,0,6.88173,6.133236975,8.81259,5.415692039,Fiction,ESTP
23,Male,0,5.92152,3.132249192,4.93866,6.49360133,Fiction,ENFJ
22,Male,0,6.91669,5.006458917,0.17064,5.848913933,Fiction,ENFP
21,Male,0,4.11173,3.744373176,5.47132,4.653971112,Others,INFP
20,Male,1,0.92603,5.244348233,6.03218,4.582287517,Fiction,INFP
33,Female,0,5.58739,7.358124838,6.84927,5.934071181,Sports,ESTJ
28,Male,0,9.97501,4.844030595,3.21154,6.358765365,Fiction,ENFJ
26,Male,0,2.01867,6.709993761,8.67214,6.03467506,Technology,ISTJ
35,Female,0,0.88939,7.448171878,8.29943,7.641174301,Fiction,ISTJ
27,Female,1,7.58871,3.211716758,6.89264,4.198039304,Others,ENTP
27,Female,0,5.66335,3.123492063,6.91781,6.239074357,Technology,ENTJ
30,Male,1,8.00769,3.911976782,6.06576,5.433056746,Fiction,ENFP
32,Female,0,2.42201,6.948316462,0.18523,4.995784446,Fiction,ISFP
27,Male,1,0.14936,7.389832703,6.83395,4.456043295,Sports,ISTP
21,Male,1,9.02432,6.343490999,1.97456,5.256079602,Fiction,ENFP
29,Male,0,3.90962,7.437183179,5.20899,4.090838272,Fiction,ISFP
35,Male,1,6.11202,6.264008513,7.49833,3.959908469,Technology,ESTP
24,Male,0,0.76752,5.313549752,3.88574,4.22514278,Technology,INFP
28,Male,0,2.38172,6.160193161,7.57055,6.282808982,Technology,ISTJ
32,Male,0,5.34796,8.145935036,6.45544,5.217803493,Others,ESFP
26,Male,0,2.69891,7.49796077,7.53306,4.738065077,Fiction,ISTP
21,Female,0,2.99186,5.594349761,8.60564,7.218971387,Fiction,INTJ
30,Male,0,1.66162,6.465318454,1.35278,6.120973231,Fiction,ISFJ
26,Male,0,1.42368,5.523701699,0.62601,6.135357454,Others,INFJ
29,Female,1,5.93783,5.072599195,4.62652,2.43640904,Fiction,ENFP
28,Male,0,5.81251,6.264244794,5.66387,6.171800825,Others,ESFJ
26,Female,0,3.80376,5.007353735,4.07534,3.205920755,Arts,INFP
29,Male,0,0.84425,6.575171042,0.19039,5.393043504,Technology,ISFP
28,Male,0,6.83404,7.811960986,8.82037,6.723973318,Others,ESTJ
26,Female,0,8.15466,6.389861074,8.56861,4.082823085,Arts,ESTP
27,Female,0,6.50969,5.53768798,5.79726,5.048801665,Sports,ENTJ
30,Male,0,9.37451,7.482856288,5.72159,6.126977427,Fiction,ESFJ
22,Male,0,4.82208,5.165974475,8.26028,6.099002996,Technology,INTJ
26,Female,0,1.8355,5.142031539,4.95263,5.632205725,Sports,INFJ
34,Male,0,9.36437,5.232075364,5.46077,5.100932567,Sports,ENFJ
24,Male,1,0.86273,6.191397835,6.6892,6.25493746,Arts,ISTP
20,Female,0,8.12432,4.500244114,4.73665,4.68295693,Technology,ENFP
34,Male,0,1.53165,6.404957381,7.04692,4.076214134,Technology,ISTP
33,Female,1,6.49626,6.331371232,7.9119,3.730598828,Fiction,ESTP
24,Female,0,3.49986,6.890249498,2.60098,5.297210146,Sports,ISFJ
32,Female,0,9.92569,6.33708308,6.08582,5.770821506,Fiction,ESTP
23,Female,1,7.7917,5.265195573,9.34523,5.368536916,Fiction,ENTP
28,Female,0,0.49201,6.215526083,2.66779,6.147329404,Others,ISFJ
21,Male,0,7.47856,5.62784437,3.60834,6.584334022,Arts,ENFJ
24,Male,0,4.71539,6.498564599,7.44655,4.408181495,Others,ISTP
26,Female,0,2.07248,6.138936149,2.25409,4.476948723,Fiction,ISFP
30,Female,0,8.61346,7.610232149,3.9136,6.65536392,Technology,ESFJ
22,Male,0,0.41206,5.138056707,1.54482,6.12212872,Fiction,INFJ
28,Female,0,0.1266,7.031295569,6.81472,7.570444402,Sports,ISTJ
26,Male,0,6.08283,6.047336514,3.59936,6.182657442,Fiction,ENFJ
21,Female,0,7.81811,5.082266343,6.70279,6.294687298,Fiction,ENTJ
23,Female,0,0.82268,3.729155562,5.72712,4.681057452,Fiction,INTP
26,Male,0,8.96649,5.271122394,6.99802,6.409016164,Fiction,ENTJ
27,Male,0,3.56315,4.548844511,7.15237,6.265840736,Fiction,INTJ
29,Male,0,5.62472,6.543621736,7.01141,4.307630409,Technology,ESTP
36,Male,0,1.56564,6.379806216,1.26913,4.4091841,Sports,ISFP
27,Female,0,0.08539,6.126354983,8.31583,3.491873983,Sports,ISTP
33,Male,0,0.89769,4.94603994,6.91063,5.439409172,Fiction,INTP
25,Male,0,5.50596,6.891624353,3.13941,4.915315506,Arts,ESFP
21,Female,0,3.01891,4.991093813,1.70069,4.388517355,Others,ENFP
29,Male,0,6.54115,2.513326085,7.4333,5.465431325,Sports,ENTJ
25,Female,0,9.93437,6.3930189,1.82158,6.189812548,Fiction,ESFJ
25,Male,0,4.92655,6.218056197,1.29885,5.338661273,Fiction,ISFP
24,Male,0,7.04769,4.736247552,5.10244,6.415436121,Fiction,ENFJ
20,Male,0,4.70854,3.204151339,0.31598,5.326862039,Others,INFP
22,Male,1,1.35799,5.409645291,6.10026,5.494876534,Technology,INFP
28,Male,0,4.48857,7.159350633,7.13548,6.056813697,Sports,ISTJ
25,Female,1,8.64693,6.824057145,9.1747,5.662690079,Fiction,ESTP
27,Male,0,0.16957,7.109710438,7.54424,6.423516522,Fiction,ISTJ
31,Male,0,4.26622,6.455005936,1.82454,6.64687216,Fiction,ISFJ
25,Male,0,9.10955,7.010894326,6.24758,6.39605345,Fiction,ESFJ
26,Female,0,7.41276,6.87868982,0.75333,4.551827301,Technology,ESFP
22,Male,0,3.64682,6.810065544,7.20765,5.717107267,Fiction,ISTP
36,Male,0,8.80548,5.294169754,6.05329,6.083899719,Fiction,ENFJ
27,Male,0,4.25803,5.132446247,9.4345,6.389913554,Fiction,INTJ
30,Female,0,5.77419,6.247935949,4.23081,5.170529871,Sports,ESFJ
26,Female,0,3.5208,7.257428472,7.15836,6.773432001,Others,ISTJ
32,Female,0,0.6818,6.959610396,3.71325,4.608598942,Others,ISFP
35,Male,0,1.99216,3.639982876,4.09769,2.823080234,Sports,INFP
26,Female,0,5.78617,6.735210528,8.96034,6.443731919,Technology,ESTJ
34,Female,1,2.94819,6.265115255,2.94492,5.638815611,Fiction,ISFP
25,Male,0,5.1852,2.482753061,4.12033,6.303441994,Others,ENFJ
44,Female,0,2.73793,6.385863194,6.7913,6.313838699,Fiction,ISTJ
25,Female,0,1.44839,5.00105971,6.66779,5.720114057,Others,INTP
38,Male,0,1.40404,8.168836322,3.37799,3.637381161,Technology,ISFP
27,Male,1,5.79271,7.618988305,6.43559,5.43187709,Arts,ESTP
32,Male,1,3.6012,7.914743299,9.98257,4.477611584,Fiction,ISTP
43,Male,0,2.2474,7.256562889,4.08514,5.279305732,Sports,ISFJ
37,Female,1,0.98894,7.187866829,9.38696,4.940167786,Fiction,ISTP
31,Female,0,4.11268,7.429930771,1.67557,6.870266462,Fiction,ESFJ
24,Male,0,2.86244,5.382027296,8.05433,6.63843022,Fiction,INTJ
24,Male,0,2.18122,4.868983031,7.41304,6.419490885,Fiction,INTJ
32,Male,0,8.84606,7.389520423,5.79472,5.302376237,Sports,ESFJ
31,Male,0,1.07396,2.983799328,1.018,4.640402615,Technology,INFP
33,Female,0,9.07739,6.118162157,0.82722,7.133935312,Sports,ESFJ
25,Female,0,0.26351,6.268435039,8.10754,6.321390564,Sports,ISTJ
25,Female,0,2.92265,2.78532165,5.27613,6.470577477,Arts,INTJ
25,Male,0,0.98944,4.644522385,7.08525,6.411309999,Fiction,INTJ
21,Female,0,7.24316,4.682951007,1.51946,6.523000266,Arts,ENFJ
23,Male,0,6.81949,6.873728575,0.85827,5.688105593,Sports,ENFJ
30,Female,0,2.71134,6.47287861,9.13744,5.429418591,Fiction,ESTP
30,Female,0,8.95184,6.432465643,9.44768,5.711173175,Sports,ESTJ
24,Female,0,1.02858,3.732412419,3.02126,6.403676136,Technology,INFJ
28,Male,1,1.83757,7.166687446,7.77315,5.016298787,Others,ISTP
25,Male,0,4.54729,3.978128648,0.32179,7.118995644,Technology,ENFJ
25,Female,1,6.44394,4.20363433,6.08994,4.375445373,Arts,ENTP
28,Male,0,1.641,7.930995246,6.28909,7.294748882,Arts,ISTJ
34,Female,0,6.6389,6.658169385,0.89639,6.533161932,Sports,ESFJ
29,Female,0,1.19998,6.986830114,7.08513,6.279861462,Fiction,ISTJ
27,Male,1,3.8103,7.02137936,0.55928,3.940383527,Arts,ISFP
23,Male,0,8.97484,5.597054397,6.58773,5.879222433,Sports,ENTJ
24,Male,0,0.56442,3.207357573,6.59358,6.13541338,Arts,INTJ
20,Female,1,2.57712,2.027270142,6.65374,5.560151111,Arts,INTP
34,Male,0,0.0949,5.487555797,5.84993,6.080808342,Fiction,INFJ
35,Female,0,1.13244,7.165089959,7.37611,4.586954428,Technology,ISTP
26,Male,0,0.99725,6.739761725,7.84463,6.269564088,Others,ISTJ
24,Male,0,9.07312,6.292127155,3.25646,3.103611145,Technology,ESFP
29,Male,0,1.79613,5.511615245,9.12523,6.242376961,Fiction,INTJ
30,Male,1,3.04767,4.938636764,4.02182,6.336335117,Fiction,INFP
34,Male,0,1.75419,6.368913001,9.79295,6.847540129,Sports,ISTJ
25,Male,0,6.10873,4.795534584,5.69633,7.813537696,Fiction,ENFJ
33,Female,0,9.6639,6.47328331,0.8583,5.631161294,Sports,ESFJ
33,Male,1,0.01421,3.330906907,9.24263,2.605193204,Fiction,INTP
26,Female,1,4.35813,3.055471447,2.75929,2.864712127,Arts,ENFP
23,Male,0,1.47191,5.392522101,5.54048,5.44769449,Fiction,INFP
24,Female,1,0.36767,6.75502371,7.27175,3.365494432,Fiction,ISTP
27,Female,0,2.38278,6.816553551,6.26836,8.189715444,Technology,ISTJ
26,Female,0,4.97179,5.182558821,9.24973,6.030430514,Fiction,ENTJ
24,Female,0,2.99758,6.835821671,1.14712,5.878711933,Sports,INFJ
28,Female,0,5.57838,5.512637072,9.83535,5.335668199,Sports,ENTJ
32,Male,1,7.09825,6.632377129,3.01534,3.158274279,Fiction,ESFP
28,Female,1,2.70863,7.34605402,0.00603,4.033929186,Fiction,ISFP
21,Male,0,2.62258,5.749246749,1.76637,6.593613586,Arts,INFJ
26,Female,0,1.47753,6.169774046,6.70547,8.156911072,Sports,ISTJ
32,Male,1,7.97442,6.332857596,4.26272,4.096447457,Fiction,ESFP
26,Female,0,0.22973,5.489226409,2.0444,4.377786484,Sports,INFP
29,Female,0,5.83546,6.684159778,8.613,1.21166911,Fiction,ESTP
22,Female,0,7.73819,2.790440614,6.25496,7.088829854,Others,ENTJ
28,Male,1,9.75397,3.863810942,0.37433,4.371777212,Fiction,ENFP
30,Female,1,5.03213,6.750814869,9.57825,4.82433907,Sports,ESTP
21,Female,1,0.01393,4.430171685,6.89269,6.127008976,Fiction,INTP
32,Female,0,1.74196,6.724564251,6.01121,5.494518434,Sports,ISTJ
24,Female,0,2.73196,4.343491121,8.60339,6.107914377,Fiction,INTJ
